,Sentence,Inhibitors,Promoters
2443,"interestingly, the nogo-66 domain, which interacts with the  nogo  receptor  to  cause  growth cone collapse, is translated from  the  conserved  ex-  ons 6 and 7. nogo also  has  a  novel  5t  sequence  where transcript variation arises through alternative splicing.",nogo (inhibitor) ,
2444,"analysis of the primary sequence of nogo-a, -b and-c (using the signal p program) reveals that none of the isoforms possesses an amino terminal signal sequence which would cause the protein to be directed towards the cell surface, whereas all forms of nogo exhibit a dilysine endoplasmic reticulum (er) re- tention signal (-krkae) within the conserved carboxy terminus.",nogo (inhibitor) ,
2445,"the number of transmembrane domains determines which parts of nogo are likely to be exposed at the cell surface and, therefore, available for interactions with receptors on other cells.",nogo (inhibitor) ,
2446,"the carboxy terminus of nogo corresponding to residues 1004–1192 of nogo-a is present in all nogo isoforms, in which it is generally accepted (chen et al., 2000;",nogo (inhibitor) ,
2447,"none the less, nogo does not have the domain architecture of a conventional receptor protein.",nogo (inhibitor) ,
2448,is nogo present at the cell surface?,nogo (inhibitor) ,
2449,"unless nogo reaches the surface of cells, it is un- likely to be involved in growth cone collapse in non- degenerating tissue.",nogo (inhibitor) ,
2450,"this sug- gests that there must be some cell-specific activity in the regulation of nogo transport, at least in oligo- dendrocytes, perhaps involving the formation of com- plexes with other proteins that are targeted to the cell surface.",nogo (inhibitor) ,
2451,"nogo was first identified as a component of cns myelin, capable of inhibiting the growth of neurites, so it was initially surprising when both nogo transcripts and protein were found in neurons (table 2).",nogo (inhibitor) ,
2452,"indeed, nogo mrnas are more widely expressed by neurons than is ngr mrna (hunt et al., 2002).",nogo (inhibitor)  ngr (inhibitor) ,
2453,"several stud- ies have described the expression of nogo as detected by in situ hybridization and immunohistochemistry (josephson et al., 2001; huber et al., 2002; hunt et al., 2002; liu et al., 2002b; tozaki et al., 2002; wang et al., 2002a).",nogo (inhibitor) ,
2454,"we feel that a review of the patterns of expression of nogo re- ported in these papers is necessary if we are to properly understand where, and possibly how, nogo functions within the nervous system.",nogo (inhibitor) ,
2455,"nogo-a mrna (chen et al., 2000) and nogo-a/b mrna (grandpre et al., 2000) were detected in cells resembling oligodendrocytes in optic nerve, soon af- ter the cloning of the nogo gene.",nogo (inhibitor) ,
2456,"they found broadly similar patterns of ex- pression with the two nogo probes and both probes showed that nogo mrna expression was widespread in neurons, as well as in glial cells (thought to be oligo- dendrocytes).",nogo (inhibitor) ,
2457,"the consensus view would therefore be that nogo mrna is strongly expressed by many, but not all, neu- rons as well as by oligodendrocytes.",nogo (inhibitor) ,
2458,"richardson et al.,1984) al- though they have shown greater ability than any other neurons to regenerate within the cns in experiments using antibodies to nogo (see below).",nogo (inhibitor) ,
2459,"im- munohistochemical localization of nogo proteins often seems to contrast with in situ hybridization findings but this may be due, in part, to the distribution of nogo protein within the cell.",nogo (inhibitor) ,
2460,"for example, relatively little nogo protein is found in neocortical neuronal perikarya (huber et al., 2002; wang et al., 2002a), whereas mrna is easily detectable (josephson et al., 2001; huber et al.,",nogo (inhibitor) ,
2461,"such a distribution is compat- ible with nogo being a protein which is rapidly ex- ported from the perikaryon into the axon, like gap-43 (skene & willard, 1981; campbell et al., 1991;vaudano et al., 1995).",nogo (inhibitor) ,
2462,studies that nogo proteins including nogo-a are found in neuronal cell bodies and/or axons as well as oligo- dendrocytes.,nogo (inhibitor) ,
2463,"ethanol and acetic acid resulted in strong nogo signal in myelin, but weaker signal in neurons.",nogo (inhibitor) ,
2464,"(2002a), using a polyclonal antibody to a nogo-a specific peptide with paraformaldehyde fixation, reported that nogo was strongly expressed by oligodendrocytes in the adult cns and more weakly by axons.",nogo (inhibitor) ,
2465,despite overwhelming evidence that nogo- a is expressed by subclasses of neurons it still remains a critical issue whether nogo is found at the surface of neurons.,nogo (inhibitor) ,
2466,"in general, pan-nogo in situ probes show a markedly stronger signal from neurons than from white matter glia, but it remains unclear what forms of nogo protein are expressed by, for example, neocortical neurons.",nogo (inhibitor) ,
2467,there is a consensus that nogo mrna (nogo-a and others) is present in oligodendrocytes and the perikarya of many neurons and that nogo-a protein is most strongly expressed in oligodendrocyte cell bodies (see below) but is also present in the perikarya and axons of many neurons.,nogo (inhibitor) ,
2468,"because nogo was first isolated from extracts of cns myelin, there has been a strong presumption that oligo- dendrocytes are the only glial cells to express nogo.",nogo (inhibitor) ,
2469,"furthermore, the appearance of nogo positive glia in white matter is compatible with the assumption that they are oligoden- drocytes and nogo has been found in glia expressing oligodendrocyte markers including proteolipid protein (chen et al., 2000), mag, mog (huber et al., 2002), cn- pase (wang et al., 2002a), and glutathione-s-transferase π (tozaki et al., 2002).",nogo (inhibitor) ,
2470,"added to the immunocytochemi- cal identification of nogo in cns myelin, this confirms that many oligodendrocytes  express  nogo.",nogo (inhibitor) ,
2471,"however,  it has not been shown that all oligodendrocytes ex- press nogo in vivo or that only oligodendrocytes ex- press nogo.",nogo (inhibitor) ,
2472,"since these cells contact axons at nodes of ranvier (butt et al., 1999) and synapses (bergles et al., 2000), they would be in a good position to limit axonal sprouting through nogo expression.",nogo (inhibitor) ,
2473,not all neurons in adult animals express nogo iso- forms (see table 2).,nogo (inhibitor) ,
2474,cells which do not express nogo mrna.,nogo (inhibitor) ,
2475,"none the less, neurons in the superficial dorsal horn of the spinal cord do not appear to express nogo mrna or protein (huber et al., 2002; hunt et al., 2002; liu et al., 2002b), and in three studies, granule cells in the cerebellar cortex express little or no nogo mrna or protein, in contrast to purkinje cells (huber et al., 2002; hunt et al., 2002; liu et al., 2002b).",nogo (inhibitor) ,
2476,"developing granule cells do express nogo, however (huber et al., 2002), and it might be argued that its developmental regulation im- plies that nogo in neurons fulfills functions other than a “housekeeping’’ role.",nogo (inhibitor) ,
2477,in the original papers describing nogo there was a difference of opinion: nogo-b mrna was detected by chen et al.,nogo (inhibitor) ,
2478,"(2000) in sciatic nerve, but no form of nogo was found by grandpre et al.",nogo (inhibitor) ,
2479,"we found no evidence for nogo mrna in intact sciatic nerve, using a pan-nogo probe, but found strong expression in scattered cells within the distal stumps of nerves 3 days after injury (hunt et al., 2002).",nogo (inhibitor) ,
2480,"since motor neurons and some sensory and sym- pathetic neurons express ngr, although not strongly, and drgneurons are sensitive to nogo in vitro, it would obviously be of interest to know what form of nogo is expressed in damaged nerves and whether the upreg- ulation is transient or prolonged.",nogo (inhibitor) ,
2481,the functions of nogo iso- forms in these tissues is unlikely to involve limitation,nogo (inhibitor) ,
2482,"of axonal growth, but it is curious that heart muscle ap- parently expresses both nogo (huber et al., 2002) and ngr (fournier et al., 2001; hunt et al., 2002).",nogo (inhibitor)  ngr (inhibitor) ,
2483,"a transloca- tion event within the neurofibromin gene gives rise to a mutant form of the neurofibromin protein, which is no longer able to suppress mitogenesis and allows the de- velopment of the disease, neurofibromatosis type 1. be- cause of the unusual gene structure, it was considered that omgp and neurofibromin expression and function could be closely related (viskochil et al., 1991).",omgp (inhibitor) ,
2484,the omgp gene,omgp (inhibitor) ,
2485,"the human omgp gene spans 3.0 kb of genomic dna, and is located on chromosome 17q11.2.",omgp (inhibitor) ,
2486,"the omgp gene was originally de- scribed as being composed of two exons, with the in- tron being present in the 5t untranslated region (mikol et al., 1990, 1993).",omgp (inhibitor) ,
2487,"however, whilst there are two inde- pendently submitted genbank entries supporting this structure (x51694 and bc018050), ncbi has compiled its final refseq (nm 002544) based on the only entry supporting a single exon structure of the omgp gene (m63623); this cdna was derived from lymphoblas- toid tissue.",omgp (inhibitor) ,
2488,"it should be noted that, within the omgp gene, there are splice donor and acceptor sites conform- ing to the guragu and nyag consensus sequences (guaagu and cuag, respectively); these correspond precisely to the exon-intron and intron-exon bound- aries identified through genomic mapping of the cdna sequences x51694 (derived from foetal spinal cord) and bc018050 (derived from hypothalamus).",omgp (inhibitor) ,
2489,this supports a two exon structure for the omgp gene.,omgp (inhibitor) ,
2490,"human omgp is 440αα long, has  a  molecular  weight of approximately 110–120 kda after post-translational modifications   and   is   held   at   the   cell   surface   by   a gpi linkage.",omgp (inhibitor) ,
2491,"curiously, the hnk-1 antigen is also found on mag and  is  associ-  ated with the preferential regeneration of motor ax-  ons in peripheral nerves (see below) (low et al., 1994; martini et al., 1994).",mag (inhibitor) ,
2492,omgp competes with nogo-66 for nogo receptor binding but there have been no reports of domain dele- tion studies to identify the nogo receptor-binding site in omgp.,nogo (inhibitor) ,
